LineId,Content,EventId,EventTemplate
457,Finished task 1.0 in stage 11.0 (TID 464). 2667 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
458,Got assigned task 480,16,Got assigned task <:NUM:>
459,Running task 0.0 in stage 12.0 (TID 480),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
460,Got assigned task 494,16,Got assigned task <:NUM:>
461,Running task 1.0 in stage 12.0 (TID 494),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
462,Got assigned task 508,16,Got assigned task <:NUM:>
463,Started reading broadcast variable 21,18,Started reading broadcast variable <:NUM:>
464,Running task 2.0 in stage 12.0 (TID 508),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
465,Got assigned task 518,16,Got assigned task <:NUM:>
466,Running task 3.0 in stage 12.0 (TID 518),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
467,Got assigned task 519,16,Got assigned task <:NUM:>
468,Running task 4.0 in stage 12.0 (TID 519),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
469,"Block broadcast_21_piece0 stored as bytes in memory (estimated size 5.7 KB, free 393.1 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
470,Reading broadcast variable 21 took 11 ms,20,Reading broadcast variable <:NUM:> took <:NUM:> ms
471,"Block broadcast_21 stored as values in memory (estimated size 10.1 KB, free 403.2 KB)",21,Block broadcast <:NUM:> stored as values in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
472,Found block rdd_16_0 locally,31,Found block rdd <:NUM:> <:NUM:> locally
473,Found block rdd_16_4 locally,31,Found block rdd <:NUM:> <:NUM:> locally
474,Found block rdd_16_3 locally,31,Found block rdd <:NUM:> <:NUM:> locally
475,Found block rdd_16_2 locally,31,Found block rdd <:NUM:> <:NUM:> locally
476,Found block rdd_16_1 locally,31,Found block rdd <:NUM:> <:NUM:> locally
477,"Times: total = 37, boot = -162, init = 199, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
478,"Times: total = 40, boot = -157, init = 197, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
479,"Times: total = 39, boot = -157, init = 196, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
480,"Times: total = 38, boot = -146, init = 184, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
481,"Times: total = 40, boot = -156, init = 196, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
482,Finished task 0.0 in stage 12.0 (TID 480). 2155 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
483,Finished task 3.0 in stage 12.0 (TID 518). 2155 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
484,Finished task 4.0 in stage 12.0 (TID 519). 2155 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
485,Finished task 1.0 in stage 12.0 (TID 494). 2105 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
486,Finished task 2.0 in stage 12.0 (TID 508). 2155 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
487,Got assigned task 528,16,Got assigned task <:NUM:>
488,Running task 0.0 in stage 13.0 (TID 528),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
489,Got assigned task 542,16,Got assigned task <:NUM:>
490,Running task 1.0 in stage 13.0 (TID 542),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
491,Got assigned task 553,16,Got assigned task <:NUM:>
492,Running task 2.0 in stage 13.0 (TID 553),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
493,Started reading broadcast variable 22,18,Started reading broadcast variable <:NUM:>
494,Got assigned task 558,16,Got assigned task <:NUM:>
495,Running task 3.0 in stage 13.0 (TID 558),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
496,Got assigned task 559,16,Got assigned task <:NUM:>
497,Running task 4.0 in stage 13.0 (TID 559),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
498,"Block broadcast_22_piece0 stored as bytes in memory (estimated size 5.8 KB, free 409.0 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
499,Reading broadcast variable 22 took 11 ms,20,Reading broadcast variable <:NUM:> took <:NUM:> ms
500,"Block broadcast_22 stored as values in memory (estimated size 9.6 KB, free 418.6 KB)",21,Block broadcast <:NUM:> stored as values in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
501,Found block rdd_2_0 locally,31,Found block rdd <:NUM:> <:NUM:> locally
502,Found block rdd_2_4 locally,31,Found block rdd <:NUM:> <:NUM:> locally
503,Found block rdd_2_3 locally,31,Found block rdd <:NUM:> <:NUM:> locally
504,Found block rdd_2_2 locally,31,Found block rdd <:NUM:> <:NUM:> locally
505,Found block rdd_2_1 locally,31,Found block rdd <:NUM:> <:NUM:> locally
506,"Times: total = 39, boot = -76, init = 114, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
507,"Times: total = 42, boot = -73, init = 114, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
508,"Times: total = 42, boot = -73, init = 114, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
509,"Times: total = 41, boot = -67, init = 107, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
510,"Times: total = 40, boot = -74, init = 113, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
511,Finished task 0.0 in stage 13.0 (TID 528). 2256 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
512,Finished task 4.0 in stage 13.0 (TID 559). 2241 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
513,Finished task 2.0 in stage 13.0 (TID 553). 2241 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
514,Finished task 1.0 in stage 13.0 (TID 542). 2241 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
515,Finished task 3.0 in stage 13.0 (TID 558). 2257 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
516,Got assigned task 562,16,Got assigned task <:NUM:>
517,Running task 0.0 in stage 14.0 (TID 562),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
518,Got assigned task 576,16,Got assigned task <:NUM:>
519,Running task 1.0 in stage 14.0 (TID 576),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
520,Got assigned task 590,16,Got assigned task <:NUM:>
521,Running task 2.0 in stage 14.0 (TID 590),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
522,Started reading broadcast variable 23,18,Started reading broadcast variable <:NUM:>
523,Got assigned task 598,16,Got assigned task <:NUM:>
524,Running task 3.0 in stage 14.0 (TID 598),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
525,Got assigned task 599,16,Got assigned task <:NUM:>
526,Running task 4.0 in stage 14.0 (TID 599),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
527,"Block broadcast_23_piece0 stored as bytes in memory (estimated size 5.4 KB, free 378.2 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
528,Reading broadcast variable 23 took 11 ms,20,Reading broadcast variable <:NUM:> took <:NUM:> ms
529,"Block broadcast_23 stored as values in memory (estimated size 9.2 KB, free 387.4 KB)",21,Block broadcast <:NUM:> stored as values in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
530,Found block rdd_2_0 locally,31,Found block rdd <:NUM:> <:NUM:> locally
531,Found block rdd_2_4 locally,31,Found block rdd <:NUM:> <:NUM:> locally
532,Found block rdd_2_3 locally,31,Found block rdd <:NUM:> <:NUM:> locally
533,Found block rdd_2_2 locally,31,Found block rdd <:NUM:> <:NUM:> locally
534,Found block rdd_2_1 locally,31,Found block rdd <:NUM:> <:NUM:> locally
535,"Times: total = 39, boot = -90, init = 129, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
536,"Times: total = 40, boot = -93, init = 133, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
537,"Times: total = 39, boot = -90, init = 129, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
538,"Times: total = 38, boot = -82, init = 120, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
539,"Times: total = 42, boot = -92, init = 133, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
540,Finished task 3.0 in stage 14.0 (TID 598). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
541,Finished task 2.0 in stage 14.0 (TID 590). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
542,Finished task 0.0 in stage 14.0 (TID 562). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
543,Finished task 4.0 in stage 14.0 (TID 599). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
544,Finished task 1.0 in stage 14.0 (TID 576). 2087 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
545,Got assigned task 612,16,Got assigned task <:NUM:>
546,Running task 0.0 in stage 15.0 (TID 612),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
547,Got assigned task 626,16,Got assigned task <:NUM:>
548,Running task 1.0 in stage 15.0 (TID 626),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
549,Got assigned task 636,16,Got assigned task <:NUM:>
550,Running task 2.0 in stage 15.0 (TID 636),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
551,Got assigned task 638,16,Got assigned task <:NUM:>
552,Running task 3.0 in stage 15.0 (TID 638),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
553,Got assigned task 639,16,Got assigned task <:NUM:>
554,Running task 4.0 in stage 15.0 (TID 639),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
555,Started reading broadcast variable 24,18,Started reading broadcast variable <:NUM:>
556,"Block broadcast_24_piece0 stored as bytes in memory (estimated size 5.6 KB, free 393.0 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
557,Reading broadcast variable 24 took 10 ms,20,Reading broadcast variable <:NUM:> took <:NUM:> ms
558,"Block broadcast_24 stored as values in memory (estimated size 9.8 KB, free 402.8 KB)",21,Block broadcast <:NUM:> stored as values in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
559,"Partition rdd_21_1 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
560,"Partition rdd_21_4 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
561,"Partition rdd_21_3 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
562,"Partition rdd_21_2 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
563,"Partition rdd_21_0 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
564,Found block rdd_2_1 locally,31,Found block rdd <:NUM:> <:NUM:> locally
565,Found block rdd_2_4 locally,31,Found block rdd <:NUM:> <:NUM:> locally
566,Found block rdd_2_3 locally,31,Found block rdd <:NUM:> <:NUM:> locally
567,Found block rdd_2_2 locally,31,Found block rdd <:NUM:> <:NUM:> locally
568,Found block rdd_2_0 locally,31,Found block rdd <:NUM:> <:NUM:> locally
569,"Times: total = 40, boot = -95, init = 135, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
570,"Times: total = 39, boot = -96, init = 135, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
571,"Times: total = 41, boot = -98, init = 139, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
572,"Times: total = 40, boot = -99, init = 139, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
573,"Times: total = 40, boot = -95, init = 135, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
574,"Block rdd_21_1 stored as bytes in memory (estimated size 162.0 B, free 403.0 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
575,"Block rdd_21_4 stored as bytes in memory (estimated size 200.0 B, free 403.2 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
576,"Block rdd_21_3 stored as bytes in memory (estimated size 194.0 B, free 403.4 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
577,"Block rdd_21_2 stored as bytes in memory (estimated size 163.0 B, free 403.5 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
578,"Block rdd_21_0 stored as bytes in memory (estimated size 244.0 B, free 403.8 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
579,"Times: total = 38, boot = 19, init = 19, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
580,"Times: total = 39, boot = 20, init = 19, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
581,"Times: total = 38, boot = 19, init = 19, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
582,"Times: total = 40, boot = 17, init = 23, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
583,Finished task 1.0 in stage 15.0 (TID 626). 2667 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
584,"Times: total = 42, boot = 18, init = 24, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
585,Finished task 3.0 in stage 15.0 (TID 638). 2667 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
586,Finished task 4.0 in stage 15.0 (TID 639). 2667 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
587,Finished task 2.0 in stage 15.0 (TID 636). 2667 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
588,Finished task 0.0 in stage 15.0 (TID 612). 2667 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
589,Got assigned task 643,16,Got assigned task <:NUM:>
590,Running task 0.0 in stage 16.0 (TID 643),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
591,Got assigned task 657,16,Got assigned task <:NUM:>
592,Running task 1.0 in stage 16.0 (TID 657),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
593,Got assigned task 671,16,Got assigned task <:NUM:>
594,Running task 2.0 in stage 16.0 (TID 671),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
595,Got assigned task 678,16,Got assigned task <:NUM:>
596,Started reading broadcast variable 25,18,Started reading broadcast variable <:NUM:>
597,Running task 3.0 in stage 16.0 (TID 678),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
598,Got assigned task 679,16,Got assigned task <:NUM:>
599,Running task 4.0 in stage 16.0 (TID 679),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
600,"Block broadcast_25_piece0 stored as bytes in memory (estimated size 5.7 KB, free 409.5 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
601,Reading broadcast variable 25 took 11 ms,20,Reading broadcast variable <:NUM:> took <:NUM:> ms
602,"Block broadcast_25 stored as values in memory (estimated size 10.1 KB, free 419.6 KB)",21,Block broadcast <:NUM:> stored as values in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
603,Found block rdd_21_0 locally,31,Found block rdd <:NUM:> <:NUM:> locally
604,Found block rdd_21_4 locally,31,Found block rdd <:NUM:> <:NUM:> locally
605,Found block rdd_21_3 locally,31,Found block rdd <:NUM:> <:NUM:> locally
606,Found block rdd_21_2 locally,31,Found block rdd <:NUM:> <:NUM:> locally
607,Found block rdd_21_1 locally,31,Found block rdd <:NUM:> <:NUM:> locally
608,"Times: total = 39, boot = -104, init = 143, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
609,"Times: total = 41, boot = -104, init = 145, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
610,"Times: total = 39, boot = -106, init = 145, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
611,"Times: total = 39, boot = -106, init = 145, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
612,"Times: total = 43, boot = -104, init = 146, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
613,Finished task 2.0 in stage 16.0 (TID 671). 2163 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
614,Finished task 3.0 in stage 16.0 (TID 678). 2151 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
615,Finished task 4.0 in stage 16.0 (TID 679). 2163 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
616,Finished task 0.0 in stage 16.0 (TID 643). 2151 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
617,Finished task 1.0 in stage 16.0 (TID 657). 2163 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
618,Got assigned task 692,16,Got assigned task <:NUM:>
619,Running task 0.0 in stage 17.0 (TID 692),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
620,Got assigned task 706,16,Got assigned task <:NUM:>
621,Running task 1.0 in stage 17.0 (TID 706),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
622,Got assigned task 716,16,Got assigned task <:NUM:>
623,Running task 2.0 in stage 17.0 (TID 716),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
624,Got assigned task 718,16,Got assigned task <:NUM:>
625,Started reading broadcast variable 26,18,Started reading broadcast variable <:NUM:>
626,Running task 3.0 in stage 17.0 (TID 718),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
627,Got assigned task 719,16,Got assigned task <:NUM:>
628,Running task 4.0 in stage 17.0 (TID 719),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
629,"Block broadcast_26_piece0 stored as bytes in memory (estimated size 5.8 KB, free 379.9 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
630,Reading broadcast variable 26 took 10 ms,20,Reading broadcast variable <:NUM:> took <:NUM:> ms
631,"Block broadcast_26 stored as values in memory (estimated size 9.7 KB, free 389.6 KB)",21,Block broadcast <:NUM:> stored as values in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
632,Found block rdd_2_0 locally,31,Found block rdd <:NUM:> <:NUM:> locally
633,Found block rdd_2_4 locally,31,Found block rdd <:NUM:> <:NUM:> locally
634,Found block rdd_2_3 locally,31,Found block rdd <:NUM:> <:NUM:> locally
635,Found block rdd_2_2 locally,31,Found block rdd <:NUM:> <:NUM:> locally
636,Found block rdd_2_1 locally,31,Found block rdd <:NUM:> <:NUM:> locally
637,"Times: total = 42, boot = -69, init = 110, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
638,"Times: total = 40, boot = -71, init = 110, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
639,"Times: total = 39, boot = -73, init = 111, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
640,"Times: total = 44, boot = -72, init = 115, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
641,"Times: total = 42, boot = -71, init = 112, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
642,Finished task 4.0 in stage 17.0 (TID 719). 2156 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
643,Finished task 0.0 in stage 17.0 (TID 692). 2156 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
644,Finished task 2.0 in stage 17.0 (TID 716). 2156 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
645,Finished task 3.0 in stage 17.0 (TID 718). 2156 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
646,Finished task 1.0 in stage 17.0 (TID 706). 2156 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
647,Got assigned task 722,16,Got assigned task <:NUM:>
648,Running task 0.0 in stage 18.0 (TID 722),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
649,Got assigned task 736,16,Got assigned task <:NUM:>
650,Running task 1.0 in stage 18.0 (TID 736),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
651,Got assigned task 750,16,Got assigned task <:NUM:>
652,Running task 2.0 in stage 18.0 (TID 750),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
653,Got assigned task 758,16,Got assigned task <:NUM:>
654,Running task 3.0 in stage 18.0 (TID 758),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
655,Started reading broadcast variable 27,18,Started reading broadcast variable <:NUM:>
656,Got assigned task 759,16,Got assigned task <:NUM:>
657,Running task 4.0 in stage 18.0 (TID 759),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
658,"Block broadcast_27_piece0 stored as bytes in memory (estimated size 5.4 KB, free 395.0 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
659,Reading broadcast variable 27 took 10 ms,20,Reading broadcast variable <:NUM:> took <:NUM:> ms
660,"Block broadcast_27 stored as values in memory (estimated size 9.2 KB, free 404.2 KB)",21,Block broadcast <:NUM:> stored as values in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
661,Found block rdd_2_0 locally,31,Found block rdd <:NUM:> <:NUM:> locally
662,Found block rdd_2_4 locally,31,Found block rdd <:NUM:> <:NUM:> locally
663,Found block rdd_2_3 locally,31,Found block rdd <:NUM:> <:NUM:> locally
